5-Fluorouracil
749709	0
749710	0
749711	0
749712	0
749713	0
749714	0
749715	0
749716	0
749717	0
905936	0
905937	0
905939	0
905945	0
905946	0
905951	0
905957	0
905960	0
905961	1
905962	0
905971	1
905989	0
906801	0
906812	0
906826	0
906844	0
906851	0
906862	0
907045	0
907046	0
907047	0
907048	0
907287	0
907289	0
907291	0
907790	0
907792	0
907794	0
907795	1
908121	0
908122	0
908123	0
908151	0
908442	1
908457	0
908458	0
909256	0
909263	0
909698	1
909718	0
909740	0
909747	0
909748	0
909751	0
909755	0
909757	0
909761	0
909778	0
909907	0
910554	0
910569	0
910689	0
910700	0
910704	0
910852	0
910905	0
910927	0
910948	0
917486	0
924106	0
924108	0
924240	0
925338	0
946359	0
946382	0
949093	0
998189	0
1240123	0
1240124	0
1240172	0
1240173	0
1290769	0
1290771	0
1290798	0
1290905	0
1290922	0
1298157	0
1303900	0
1330941	0
1659823	0
1659928	0
1660034	0
1660036	0
1674021	0
1789883	0
683665	0
683667	0
684052	0
684057	0
684059	0
684062	0
684072	0
687448	0
687452	0
687455	0
687457	0
687459	0
687505	0
687506	0
687514	0
687561	0
687562	0
687563	0
687568	0
687586	0
687588	0
687590	0
687600	0
687777	0
687780	0
687787	0
687798	0
687799	0
687800	0
687802	0
687807	0
687812	0
687815	0
687816	0
687819	0
687820	0
687821	0
687829	0
687980	0
687983	0
687985	0
687995	0
687997	0
688001	0
688006	0
688010	0
688011	0
688013	0
688014	0
688018	0
688021	0
688023	0
688025	0
688026	0
688027	0
688031	0
688058	0
688086	0
688087	0
688121	0
713869	0
713878	0
713880	0
713899	0
717431	0
722046	1
722066	0
724825	0
724828	0
724831	0
724834	0
724838	0
724839	0
724855	0
724859	0
724863	0
724866	0
724868	0
724869	0
724870	0
724872	0
724873	0
724878	0
724879	0
735784	0
753532	0
753538	0
753539	0
753541	0
753546	0
753547	0
753548	0
753551	0
753552	0
753554	0
753555	0
753556	0
753558	0
753561	0
753562	0
753563	1
753565	0
753566	0
753569	0
753572	0
753573	0
753574	0
753575	0
753576	0
753583	0
753584	0
753585	0
753586	0
753589	0
753592	0
753594	0
753600	0
753607	0
753608	0
753610	1
753612	0
753614	0
753615	0
753616	0
753618	1
753620	0
753621	0
753623	0
753624	0
905933	0
905934	0
905935	0
905938	0
905940	0
905941	0
905942	0
905944	0
905947	0
905948	0
905949	1
905950	0
905952	0
905955	0
905956	0
905958	0
905959	0
905964	1
905965	1
905967	0
905968	0
905969	0
905970	0
905972	0
905973	0
905974	0
905975	0
905976	0
905977	0
905978	0
905979	0
905980	0
905983	0
905984	0
905986	0
905990	0
905991	0
906693	0
906696	0
906746	0
906763	0
906765	1
906790	0
906791	0
906792	0
906793	0
906794	0
906795	0
906797	0
906798	0
906800	0
906804	1
906805	0
906808	0
906814	0
906817	0
906818	0
906820	0
906821	0
906824	0
906827	0
906828	0
906830	0
906831	0
906832	0
906833	0
906834	1
906835	0
906836	1
906837	0
906838	0
906839	0
906842	1
906843	0
906846	0
906847	0
906848	0
906849	0
906852	0
906853	0
906855	0
906856	1
906861	0
906863	0
906864	0
906865	0
906868	0
906869	0
906870	0
906871	0
906872	0
906873	0
906875	0
906877	0
906999	0
907000	0
907042	0
907043	0
907044	1
907050	0
907051	0
907053	0
907055	0
907056	0
907057	0
907058	0
907060	0
907061	0
907062	0
907064	0
907065	0
907066	0
907067	0
907068	1
907069	0
907071	0
907072	0
907073	0
907169	0
907170	1
907172	0
907173	0
907268	0
907269	1
907270	1
907271	0
907272	0
907273	1
907274	0
907275	0
907276	0
907277	0
907278	0
907279	0
907280	0
907281	0
907285	0
907286	0
907290	0
907295	0
907298	0
907299	1
907300	0
907311	0
907312	0
907313	0
907314	0
907317	0
907318	0
907319	0
907320	0
907322	0
907323	1
907783	0
907787	1
907788	0
907789	0
907791	0
907796	0
908120	0
908125	0
908126	0
908127	0
908128	0
908129	0
908130	0
908131	0
908132	0
908134	0
908136	0
908138	0
908139	0
908141	1
908142	0
908143	0
908144	0
908145	0
908146	0
908147	1
908148	1
908149	0
908150	0
908152	0
908156	1
908158	1
908159	0
908440	1
908441	0
908443	0
908444	0
908445	1
908446	0
908447	0
908448	1
908451	1
908454	0
908455	0
908459	0
908460	0
908461	0
908462	0
908463	0
908465	0
908467	0
908470	0
908471	0
908472	0
908473	0
908474	0
908475	0
908476	1
908483	0
909248	0
909249	0
909250	0
909251	0
909252	0
909253	0
909255	0
909257	0
909260	0
909262	0
909264	0
909696	0
909697	0
909699	0
909701	1
909702	0
909703	0
909704	0
909707	0
909708	0
909709	0
909713	0
909716	0
909717	0
909719	0
909720	0
909721	0
909722	1
909723	0
909725	0
909728	0
909729	0
909731	0
909732	0
909735	0
909736	0
909737	0
909738	0
909743	0
909744	0
909745	0
909746	0
909749	0
909750	0
909753	0
909754	0
909756	0
909759	0
909769	0
909770	0
909773	1
909774	0
909776	0
909777	0
909779	0
909780	0
909781	0
909784	0
909785	1
909904	0
909905	0
909974	0
909975	0
909976	0
909977	0
910079	0
910401	0
910544	1
910546	1
910548	0
910549	0
910568	0
910687	1
910688	0
910691	0
910692	0
910694	0
910695	0
910698	0
910702	0
910703	0
910705	1
910706	0
910710	1
910779	0
910780	0
910781	0
910784	0
910849	0
910850	0
910851	0
910853	0
910900	0
910903	0
910904	0
910906	0
910907	0
910910	0
910911	0
910915	0
910916	1
910919	1
910920	0
910921	0
910922	0
910924	1
910926	0
910930	1
910932	0
910933	0
910934	1
910935	1
910936	0
910937	0
910941	0
910942	0
910943	0
910944	1
910947	1
910951	0
910952	0
911905	0
924100	0
924102	0
924104	0
924105	0
924107	0
924110	0
924111	1
924151	0
924186	0
924187	0
924238	0
924239	0
924241	0
924244	0
924250	0
925340	0
925341	0
925343	0
925345	0
925346	0
925347	0
925348	0
930082	0
930083	0
930297	0
930298	0
930299	0
946353	0
946355	0
946356	0
946357	0
946358	1
946360	0
946361	0
946368	0
946370	0
949090	0
949094	0
949153	0
949155	0
949156	0
949157	0
949158	1
949160	0
949161	0
949163	0
949164	0
949165	0
949166	0
949167	0
949168	0
949171	0
949172	0
949174	0
949177	0
949178	0
949179	0
971773	0
998184	0
1240121	0
1240122	0
1240127	0
1240128	0
1240129	0
1240130	0
1240131	0
1240132	0
1240134	0
1240135	0
1240136	0
1240137	0
1240138	0
1240140	0
1240141	0
1240142	0
1240143	0
1240144	0
1240145	0
1240146	0
1240147	0
1240149	0
1240151	0
1240153	0
1240154	0
1240155	0
1240157	0
1240158	0
1240159	0
1240160	0
