910930	0.043392
910687	0.07437
949160	3.508241
1240147	3.514802
908136	3.557463
909697	3.567087
908122	3.579379
905946	3.580482
1290797	3.600973
1303896	3.615309
909249	3.625188
1240166	3.629738
1298358	3.640007
946368	3.648854
905961	2.060363
1240121	3.672239
1503362	3.673838
687799	3.675815
908142	3.679199
907268	3.679761
925346	3.693257
910569	3.698119
1299078	3.712488
998184	3.713686
910937	3.724606
687505	3.728778
1331045	3.733149
908127	3.752667
909262	3.764003
907314	3.765484
907072	3.782149
910903	3.803712
908126	3.806126
917486	3.814954
1240173	3.828654
910905	3.831394
906790	3.841646
924105	3.846313
907062	3.854215
688086	3.854239
925341	3.860915
1290765	3.871602
907291	3.878647
724872	3.878984
713880	3.884478
924239	3.886483
1240143	3.900791
907000	3.905065
1240212	3.913136
1299064	3.917441
910926	3.920865
684072	3.921004
1240155	3.928921
753562	3.935762
1331050	3.936584
909717	3.950082
906824	3.953502
1298538	3.958777
908483	3.959594
949166	3.964921
908145	3.965699
906838	3.96611
724863	3.97547
753612	3.977351
946357	3.992036
1240190	3.998874
908447	4.006259
909251	4.008347
749717	4.015417
905991	4.019382
1330985	4.036778
1298226	4.049246
906793	4.057461
909755	4.05826
949163	4.07287
907274	4.077585
907280	4.087891
905967	4.098019
949167	4.104432
1479987	4.105461
753594	4.107637
907300	4.112908
1503361	4.118659
930082	4.132419
909737	4.136605
907281	4.147036
753561	4.149154
1240162	4.150119
905947	4.187099
905960	4.199544
1297446	4.208791
753547	4.223984
906847	4.224649
908443	4.239161
688121	4.241878
910900	4.25223
684052	4.256045
908455	4.273837
909757	4.275113
724828	4.28185
906693	4.286992
753572	4.290927
713899	4.297113
908465	4.300203
753569	4.305073
910706	4.319236
909696	4.32346
1240208	4.328241
909740	4.336036
684057	4.338017
713878	4.347519
907060	4.349048
687815	4.350165
907789	4.358074
906861	4.376172
949094	4.381504
909732	4.381907
946355	4.388587
1298359	4.419199
1330993	4.420529
908459	4.425098
924244	4.427575
909253	4.429238
909713	4.431656
910932	4.451983
1503366	4.453766
949165	4.457952
724873	4.462445
908444	4.465062
1240137	4.475181
908131	4.482201
753608	4.489189
909720	4.502127
753615	4.529052
906792	4.540757
1240168	4.550429
1240189	4.551254
905957	4.557473
907271	4.557748
1298216	4.570796
909709	4.583787
906999	4.59166
1503370	4.599759
907046	4.622059
909750	4.622061
909748	4.627982
688013	4.630498
1240193	4.641683
909977	4.663296
1503363	4.673721
1240135	4.680522
1297447	4.685122
905959	4.690067
910401	4.691371
1298365	4.693084
908123	4.723609
946382	4.737846
1295740	4.754388
1298134	4.757993
753555	4.768843
908461	4.777286
1240181	4.777413
907058	4.778976
753538	4.780258
724870	4.783919
910933	4.791742
905951	4.793217
687586	4.802335
908462	4.802423
908149	4.80603
1299059	4.8077
906869	4.821212
908146	4.843377
909719	4.87374
753566	4.875534
687816	4.875581
909716	4.878522
909905	4.88243
1298219	4.886346
908473	4.88671
907173	4.887234
907057	4.897533
906848	4.89877
1331038	4.901552
905962	4.908481
753592	4.915851
1298529	4.93799
1303912	4.945817
1298169	4.947437
753607	4.953409
905945	4.97194
909753	4.974312
924151	4.979892
909260	4.984616
910692	4.985034
949157	4.999518
1240174	5.000137
1290771	5.003134
909256	5.025648
906817	5.033722
906832	5.034285
753556	5.046512
1240153	5.04818
908474	5.051646
910920	5.05566
908138	5.05581
909776	5.058732
1503364	5.067084
910852	5.072271
1240215	5.073351
1240122	5.0769
907272	5.082016
909707	5.085223
753552	5.085314
749715	5.093022
906849	5.093403
687457	5.098111
753532	5.101297
906818	5.102145
906763	5.106344
1503368	5.118552
909263	5.130687
930298	5.156559
906862	5.168984
735784	5.171723
906801	5.199278
907048	5.238826
1524416	5.254375
905933	5.259982
908475	5.261307
1240134	5.270654
687780	5.272167
1298533	5.292896
906805	5.295702
1299070	5.302454
687506	5.322872
905972	5.323009
906794	5.323301
924240	5.326592
909745	5.332841
908457	5.366362
753585	5.366684
1290922	5.3729
1299052	5.382693
905975	5.383613
753574	5.384428
949090	5.384937
905942	5.411286
683665	5.414833
909744	5.42397
946370	5.426023
907279	5.445978
1299050	5.446422
1303900	5.449026
1290810	5.449488
1240124	5.468027
749714	5.475732
905948	5.481413
688058	5.485376
907067	5.489269
908143	5.492377
1240217	5.492482
909264	5.492903
1240201	5.497696
749713	5.503561
753584	5.511188
749709	5.530934
910784	5.542559
1240141	5.548238
909784	5.549361
910700	5.550324
1240146	5.562045
910904	5.57068
1290722	5.570714
907286	5.579467
688006	5.584438
907172	5.584529
906812	5.587042
724838	5.590936
910691	5.591856
909749	5.602832
687590	5.613773
1290724	5.638531
909904	5.638735
1322212	5.641513
909778	5.644784
906877	5.645838
909738	5.664506
687985	5.683339
1327775	5.685989
724834	5.695136
1290814	5.698061
753616	5.715968
1659823	5.724786
724859	5.735435
905940	5.74132
749710	5.747062
1240219	5.784224
905978	5.805034
910781	5.806868
907278	5.813671
910911	5.824609
909725	5.835807
749712	5.841372
908121	5.847213
910780	5.849661
907065	5.850866
906871	5.855618
949174	5.864964
1240184	5.871752
1298157	5.883282
749716	5.892066
910849	5.90048
910853	5.903409
753546	5.904975
1503371	5.917359
908470	5.920648
906696	5.921771
924104	5.963042
1290906	5.998151
1290808	6.005118
908458	6.01594
909761	6.020349
687568	6.023977
908441	6.028674
905973	6.047205
909976	6.060819
1298348	6.071058
1299062	6.071094
906746	6.072593
1330942	6.101544
924102	6.114016
925345	6.124761
1298347	6.134066
905935	6.143014
688027	6.152833
1240183	6.155104
908152	6.165063
1240192	6.167154
724839	6.170665
906808	6.170836
1330941	6.175894
1509073	6.192118
1660035	6.20135
722066	6.207722
1240210	6.212137
906795	6.221018
713869	6.228461
687459	6.228839
908125	6.238752
909746	6.256017
1298349	6.271885
1240127	6.311057
905944	6.312732
906865	6.341222
1240160	6.341524
1290730	6.360438
1298146	6.373681
908467	6.397086
907045	6.399234
925343	6.423733
906864	6.4271
688001	6.439985
908150	6.441069
906843	6.445768
1247873	6.456989
1330972	6.469159
1298537	6.470157
907051	6.478283
753575	6.481483
910907	6.486195
687997	6.519024
906797	6.536331
1240197	6.562926
1240138	6.563611
905986	6.576672
1240179	6.588398
905979	6.600829
687807	6.602734
753600	6.602807
1298218	6.615755
1298526	6.622833
930299	6.640606
724869	6.649465
905970	6.65535
1240157	6.671757
910948	6.680041
749711	6.699858
905990	6.722217
909721	6.746886
1298151	6.74726
1330964	6.756638
688087	6.757237
687588	6.770135
909723	6.778646
1503365	6.791293
1240198	6.800123
909747	6.809676
1298350	6.818651
907064	6.835649
905977	6.859122
687812	6.862513
1290798	6.880987
687983	6.881279
924108	6.882031
753554	6.895327
1298222	6.939229
909779	6.949078
949179	6.949209
687800	6.95488
909754	6.958466
907290	6.962384
1240209	6.968131
910548	6.977839
907295	6.983062
910779	6.98534
909728	7.038605
909729	7.040748
1298539	7.044987
907792	7.061851
924187	7.080375
1240129	7.104364
1240216	7.117875
910694	7.119672
1480364	7.149926
906839	7.150709
724878	7.184354
1298141	7.186618
753621	7.199253
687802	7.199333
688014	7.203088
910943	7.269407
688026	7.274448
949168	7.311043
724855	7.354567
687819	7.378365
925347	7.386896
1290807	7.391245
908472	7.428605
911905	7.514007
1240158	7.543911
908144	7.558483
1290769	7.560484
1290812	7.572734
1298357	7.633137
908130	7.633437
907791	7.643349
909974	7.661224
907050	7.666173
906826	7.676629
688021	7.680558
909975	7.68458
687829	7.685119
946360	7.703098
909699	7.735376
906791	7.750157
907071	7.761291
753589	7.780236
1240226	7.829384
908460	7.83539
946356	7.842423
753583	7.881374
1480362	7.882465
910915	8.045047
905941	8.095893
1330973	8.127833
924250	8.184129
1240202	8.226315
1290905	8.29764
907066	8.353894
924241	8.428598
908463	8.443969
949093	8.557196
1240131	8.58086
1240223	8.608226
1298352	8.789866
930083	8.948009
1240218	8.951813
687820	9.088811
687448	9.126546
910689	9.178946
906835	9.552617
687821	10.036351
